cqt1,WCS,whitechurch securities limited
cqu1,CQU,commquest ltd
crb1,CRB,carr boyd minerals limited
crb2,CRB,carbine resources limited
crc1,CRC,consolidated resources nl
crc2,CRC,cortona resources limited
cre1,CRE,computer resources trust
crf1,CRF,cryofab industries limited
crg1,CRG,crane group limited
crg1,CRG,ge crane holdings limited
crh1,CRH,charthill limited
crj1,CRJ,copper range limited
crk2,CRK,carrick gold limited
crm1,CRM,carbon minerals limited
crm1,CRM,carbon minerals nl
cro1,CRO,crown casino limited
cro1,CRO,crown limited
crp1,CRP,corporate progress limited
crp2,CRP,cryptome pharmaceuticals limited
crp2,HTX,healthlinx limited
crs1,CRS,croesus mining nl
crt1,CRT,consolidated rutile limited
cru1,CRU,catalyst recruitment systems limited
crv1,CRV,crevet limited
csa1,AAE,agri energy limited
csa1,AAE,australian ethanol limited
csa1,CSA,crest magnesium nl
csa1,CSA,crest resources australia nl
csa1,ICO,indcor limited
csb1,BSA,broadcast services australia limited
csb1,BSA,bsa limited
csb1,CSB,comet satellite & cable limited
csd1,CSD,crusader limited
csd2,CSD,consolidated tin mines limited
cse2,CSE,copper strike limited
csg1,CSG,cultus gold n.l.
csg2,CSG,commsoft group limited
csg2,MWS,mds financial group limited
csg2,MWS,mdsnews limited
csj1,CSJ,credit suisse gp100 - australia trust
csl1,CSL,csl limited
csm1,CSM,consolidated minerals limited
csm1,VLT,valiant consolidated limited
cso1,CSO,capital resorts group limited
csp1,CRI,cortecs international limited
csp1,WTC,western capital limited
csr1,CSR,csr limited
css1,CSS,clean seas tuna limited
cst2,CST,cellestis limited
csu1,CSU,credit suisse pl100-emerging mkts infr.dev.tr
csv2,CSV,csg limited
csw1,CSW,credit suisse pl100 - world water trust
csx1,CSX,citadel securix limited
csy1,AFA,asf group limited
csy1,CLM,collins motor corporation limited
csy1,CSY,cmc power systems limited
ctc2,BOS,biosignal limited
ctc2,CTC,cti communications limited
ctd1,CTD,consolidated transport industries limited
ctd1,SAC,sanford couriers limited
cte2,CTE,cryosite limited
cti2,CTI,chariot internet limited
cti2,CTI,chariot limited
ctl1,CTL,ci technologies group limited
ctl1,CTL,citect corporation limited
ctm1,CTM,chatham investment company limited
ctn2,CTN,contango microcap limited
cto1,CTO,charters towers gold mines limited
cto1,CTO,charters towers gold mines nl
cto1,CTO,citigold corporation limited
ctp1,CTP,claremont petroleum n.l.
ctp2,CTP,central petroleum limited
ctr1,CTR,centaur mining & exploration limited
cts1,CTS,cortaus limited
cts2,CTS,contact resources ltd
cts2,CTS,contact uranium limited
cts2,RMR,ram resources limited
ctv1,CSS,chelsea securities limited
ctv1,CTV,cable television services limited
ctw1,CTW,charters towers mines n.l.
ctx1,CTX,caltex australia limited
cty1,CTY,country road limited
cua1,CUA,clutha limited
cua1,CUA,clutha limited (receivers and administrator a
cuc1,CED,ced australasia limited
cuc1,CED,cendant australasia limited
cuc1,CUC,cuc australasia limited
cuc1,CUC,cuc australia limited
cuc1,PHM,pharmol pacific limited
cuc1,TZL,tz limited
cuc2,CUC,cuc australia limited
cuc2,PHM,pharmol pacific limited
cud1,CUD,cudgen r z limited
cue1,CEE,cue energy resources nl
cue1,CUE,cue energy resources limited
cue1,CUE,cue energy resources nl.
cup1,CUP,cuppa cup vineyards limited
cur2,CUR,centaurus resources limited
cut1,CUT,cutters ridge resources nl
cut1,STP,stericorp limited
cut1,STP,sterihealth limited
cux1,CUX,crossland uranium mines limited
cuy1,CUY,curnamona energy limited
cvc1,CVC,continental venture capital limited
cvc1,CVC,cvc limited
cvg2,CVG,convergent minerals limited
cvh1,CVH,coeval holdings australia limited
cvi1,CVI,cityview corporation limited
cvi1,CVI,cityview energy corporation limited
cvi1,CVI,cityview investments limited
cvn1,CVN,carnarvon petroleum limited
cvn1,CVN,carnarvon petroleum nl
cvn1,MTP,metana petroleum nl
cvr1,CVR,civil resources limited
cvr2,CVR,central asia resources limited.
cvs1,CVS,cervantes corporation limited
cvs1,CVS,cervantes seafood limited
cwc1,CWC,chew corporation limited
cwg1,CWG,central west gold nl
cwi1,CWI,countrywide retail trust
cwi1,MCW,macquarie countrywide trust
cwk1,CWK,coalworks limited
cwl1,CWL,commonwealth securities & mortgage trust no.1
cwl1,MFS,mfs leveraged investment group
cwl1,MFS,mfs leveraged investment limited
cwl1,MFS,mfs leveraged investments and securities trus
cwl1,MFS,mfs limited
cwl1,OCV,octaviar limited
cwn2,CWN,crown limited
cwo1,CWO,cable & wireless optus limited
cwp1,CWP,cedar woods properties limited
cws1,CWS,cable water skiing (australia) limited
cxa1,BRE,breathe group limited
cxa1,CXA,cxa communications limited
cxa1,DEH,devon holdings limited
cxa1,UNW,unwired group limited
cxc1,CXC,coeur d'alene mines corporation.
cxd1,CXD,cathrx ltd
cxg1,CXG,coote industrial ltd
cxh1,CXH,compass hotel group
cxm1,CXM,centrex metals limited
cxn1,CXN,connxion limited
cxp1,CXP,corporate express australia limited
cxp1,MCF,macquarie office limited
cxr1,CXR,coplex resources nl
cya1,CYA,century australia investments limited
cyc1,CYC,country corporation limited
cyc3,CYC,cyclopharm limited
cyd1,CYD,county diamonds limited
cyd1,TGF,tianshan goldfields limited
cyg1,CYG,coventry group limited
cyh1,CYH,cherny holdings limited
cyh1,ICE,ice corporation limited
cyh1,ICE,industrial & commercial electronic industries
cyh1,RFT,rectifier technologies ltd
cyl1,CYL,cherry lane fashion group limited
cyl2,CYL,catalyst metals limited
cyn1,CBB,cordlife limited
cyn1,CYN,cygenics limited
cyr1,CYR,city resources limited
cys2,CYS,chrysalis resources limited
cyu1,CYU,china yunnan copper australia limited
czf1,CZF,citizen finance limited
czr1,CZR,coziron resources limited
dac1,DAC,direct acceptance corporation limited
dad1,BCA,baycorp advantage limited
dad1,DAD,data advantage limited
dad1,VEA,veda advantage limited
dah1,DAH,david garry holdings limited
dah1,GAR,garrisons accounting group limited
dah1,SAN,santech limited
dah1,STR,service stream ltd
dar1,CLX,cti logistics limited
dar1,DAR,darowa corporation limited
dat1,DAT,datacraft limited
dau1,DAU,d a ultrasonics limited
day1,DAY,daytraderhq limited
day1,HCY,halcyon group ltd
day1,NIO,nickelore limited
dci1,DCI,dc international limited
dci1,HMG,helmsman group limited
dcl1,DCL,data & commerce limited
dcl1,PNW,pacific star network limited
dco1,DCO,delta corporation limited
dcs1,DCS,data card systems limited
dcs1,DCS,dcs technologies limited
dcs1,ONC,oncard international limited
ddd1,DDD,3d resources limited
ddt1,DDT,datadot technology limited
ddv1,ATV,atlantic gold nl
ddv1,DDV,diamond ventures nl
def1,DEF,defiance mining nl
def1,MDM,medical monitors limited
def1,SVC,shell villages and resorts limited
deg1,DEG,de grey mining limited
dem1,BFB,b4bsport group limited
dem1,DEM,dem limited
dem1,TSG,total sport & entertainment group limited
den1,DEN,dentrac industries limited
dex1,DEX,dexion limited
dfi1,DFI,dairy farm international holdings limited
dfm1,DFM,defiance mills limited
dga1,DGA,dga australia limited
dgd1,DGD,delta gold limited
dgd1,DGD,delta gold nl
dgh1,DGH,desane group holdings limited
dgl1,DGL,downer group limited
dgl1,DOW,downer edi limited
dgl1,IPI,international pacific investments limited
dgm1,BLM,black hill minerals limited
dgm1,DGM,deepgreen minerals corporation limited
dgm1,DGM,deepgreen minerals corporation nl
dgn1,CCM,concord mining n.l.
dgn1,CVM,consolidated victorian gold mines n.l.
dgn1,CVM,consolidated victorian mines n.l.
dgn1,DGN,duketon goldfields limited
dgn1,DGN,duketon goldfields nl
dgn1,GTG,genetic technologies limited
dgo1,DGO,drummond gold limited
dgr1,DGR,d'aguilar gold limited
dgx1,DGX,diploma group limited
dgy1,DGY,dalgety plc
dhb1,DHB,dream haven bedding & furniture limited
dhu1,DHU,denehurst limited
dia1,DIA,dia-b tech limited
dig1,DIG,digicall group limited
dig1,TTC,ttl corporation limited
dio1,DIO,dioro exploration n.l.
dio1,DIO,dioro exploration nl
dio1,KBM,kalbara mining n.l.
dip1,DIP,discovery petroleum limited
dip1,DIP,discovery petroleum nl
dip2,DIP,discovery petroleum nl
dis1,DIS,disctronics limited
djs1,DJS,david jones limited
djw1,DJW,djerriwarrh investments limited
dks1,DKS,danks holdings limited
dls1,DLS,drillsearch energy limited
dls1,DLS,drillsearch energy nl
dls1,DLS,drillsearch n.l.
dma1,DMA,dynasty metals australia limited
dmc1,ACX,acma engineering & construction group limited
dmc1,DMC,datamatic holdings limited
dmg1,DMG,dragon mountain gold limited
dmm1,DMM,dmc mining limited
dmp2,DMP,domino's pizza australia new zealand limited
dmp2,DMP,domino's pizza enterprises limited
dmr1,DMR,diversified mineral resources nl
dmy1,DMY,dromana estate limited
dnf1,DNF,dainford holdings limited
dnl1,DML,discovery metal limited
dnl1,DML,discovery metals limited
dnl1,DNL,discovery nickel limited
dnr1,DNR,diamin resources nl
dnr1,SEN,secure id-net limited
dnr1,SEN,senetas corporation limited
dnr1,TAD,triad minerals n.l.
dns1,APT,asia pacific limited
dns1,DNS,danae resources limited
dns1,DNS,danae resources nl
dns1,SSF,southern sea farms ltd
dom1,DOM,dominion mining limited
don1,DON,diamonex limited
dor1,DOR,dome resources nl
dpa1,DPA,disposable products australia limited
dpg1,DEL,delfin limited
dpg1,DPG,delfin property group limited
dpl1,DPL,daily planet limited (the)
dpl1,PPN,planet platinum limited
dpt1,DPT,darling park trust
dra1,DRA,dragon mining limited
dra1,DRA,dragon mining nl
dre1,DRE,dalrymple resources nl
drk1,DRK,drake resources limited
drm1,DRM,doral mineral industries limited
drm1,NVT,national venture corporation n.l.
drn1,AGD,austral gold limited
drn1,DRN,diamond rose nl
drr1,DRR,doral resources n.l.
drs1,DRS,denison resources limited
drt1,DRT,db rreef trust
drt1,DXS,dexus property group
drx1,DRX,diatreme resources limited
dsf1,DSF,deep sea fisheries limited
dsf1,DSF,dsf international holdings limited
dsh1,DSH,dollar sweets holdings limited
dsh1,SFL,snack foods limited
dsn1,DSN,desert energy limited
dsq1,DSQ,datasquirt limited
dst1,DST,desertstone nl
dst1,SGC,sydney gas company nl
dst1,SGL,sydney gas ltd
dtc1,DTC,datronics corporation limited
dtf1,DTF,detafelt limited
dtl1,DTL,data#3 limited
dtm1,DTM,dart mining nl
dtv1,DTV,darling downs tv limited
due1,DUE,diversified utility and energy trusts
due1,DUE,duet group
dui1,DUI,diversified united investment limited
dvc1,DVC,dca group limited
dvc1,DVC,development capital of australia limited
dvd1,DVD,davids limited
dvd1,MTS,metcash limited
dvd1,MTT,metcash trading limited
dvl1,DVL,dairy vale investment trust
dvn1,DVN,devine limited
dws2,DWS,dws advanced business solutions limited
dwt1,DWT,delta west limited
dwy2,DWY,dwyka diamonds limited
dwy2,DWY,dwyka resources limited
dxl1,DXL,dyno nobel limited
dye1,DYE,dyesol limited
dyl1,DYL,dylup investment corporation limited
dyn1,DYN,dyno nobel sps trust
eac1,EAC,east african coffee plantations limited
eal1,EAL,elders australia limited
eal2,EAL,e & a limited
eam1,EAM,eastern aluminium limited
eam1,FNT,first national resource trust
ear1,EAR,echo resources limited
ebb1,EBB,everest babcock & brown alternative inv group
ebb1,EBB,everest babcock & brown limited
ebg1,EBG,eumundi brewing group limited
ebg1,EBG,eumundi group limited
ebi1,EBI,everest babcock & brown alternative inv trust
ebr1,EBR,eagle bay resources n.l.
ebr1,EBR,eagle bay resources nl
ebr1,SER,strategic energy resources limited
ebr1,TCG,tarcoola gold ltd
ebt1,EBT,ebet limited
eca1,ECA,eco air limited
eca1,GXG,green x global limited
eca1,TBL,3d global limited
ech1,ECH,eastcoast holdings limited
ech2,ECH,echelon resources limited
ech2,FSN,fusion resources limited
eci1,ECI,ec-asia international limited
ecm1,ECM,east coast minerals nl
eco2,BLE,blue ensign technologies limited
eco2,ECO,e.com global limited
eco2,PCI,pacific international limited
ecp2,ECP,ecorp limited
ect1,ECT,ectec limited
ecu1,ECU,eastern copper mines nl
ecu1,ECU,eastern corporation limited
ecu1,ECU,eastern gold corporation nl
edc1,EDC,eastwood corporation limited
edc1,QTC,quintel corporation limited
ede1,EDE,eden energy limited
edi1,EDI,evans deakin industries limited
edm1,EDM,eldore mining corporation limited
edn1,EDN,elkedra diamonds nl
eds1,EDS,every day mine services limited
eec1,EEC,energy equity corporation limited
eec1,EWC,energy world corporation ltd
eee1,EEE,empire beer group limited
eer1,EER,east energy resources limited
efc1,EFC,efinancial capital limited
efe1,EFE,eastern iron limited
efn1,EFN,eftnet technologies limited
efn1,KLM,klm group ltd
eft1,EFT,eftech limited
ega1,EGA,eastern gold australia n.l.
ega1,HZR,horizon resources n.l.
egd1,AVA,aviva corporation limited
egd1,EGD,egerton corporation limited
egd1,EGD,egerton gold nl
egd1,EQL,equico corporation limited
egf1,EGF,ellerston gems fund
egl1,ACA,activated carbons australia limited
egl1,CLC,coal and carbon industries limited
egl1,EGL,environmental group limited (the)
ego1,EGO,empire oil & gas nl
egr1,EGR,entity group limited
egx1,EGX,evogenix limited
ehl1,EHL,emeco holdings limited
eho1,EHO,echo technologies limited
eho1,PAA,pharmaust limited
eig1,EIG,european investors global property trust
eii1,EII,equity in industry limited
eis1,EIS,eisa limited
eit1,EIT,entity1 limited
eit1,NXS,nexus energy limited
eka1,EKA,eureka energy limited
eka1,EKA,eureka mines limited
ekm1,EKM,eleckra mines limited
ela1,ELA,elmina nl
ela1,FUL,fulcrum equity limited
ela1,QAD,quadrant australia limited
ela1,QAD,quadrant australia nl
ela1,QAD,quadrant iridium limited
ele1,ELE,electrotech investments limited
eli1,ELI,emerging leaders investments limited
elk1,ELK,elk petroleum limited
ell1,ELL,ellendale resources nl
elm2,ELM,elemental minerals limited
els1,ELS,equity long / short strategies fund (the)
elt1,ELT,eltin limited
ely1,ELY,early learning services limited
ema1,EMA,emerging markets company limited
ema2,EMA,energy and minerals australia limited
emb1,EMB,embelton limited
emc1,EMC,equity management corporation limited
emd1,EMD,euraust mineral developments n.l.
emd1,EMD,euraust mineral developments nl
emd1,FXM,falcona exploration & mining n.l.
emd1,NRL,newland resources limited
emd1,NRL,newland resources nl
eme1,EME,energy metals ltd
emg1,EMG,emergent resources limited
emi2,EMI,emitch limited
emi2,MCU,mitchell communication group limited
eml1,EML,email limited
emm1,EBM,euralba mining limited
emm1,EMM,electrometals mining limited
emm1,EMM,electrometals technologies limited
emn1,EMN,eagle mining corporation n.l.
emn1,EMN,eagle mining corporation nl
emn1,RWK,randwick n.l.
emp1,EMP,emperor mines limited
ems1,EMS,eastland medical systems ltd
emu1,EMU,emu nickel nl
enb1,ENB,eneabba gas limited
ene1,ENE,energy developments limited
eni1,ENI,empowernet international limited
enl1,ENL,eagle nickel limited
enr1,ENR,encounter resources limited
ent1,ENT,ent limited
env1,ENV,envestra limited
eol1,EOL,energy one limited
eon1,EON,eon metals n.l.
epc1,EPC,epc group limited
epc1,EPC,european corporate limited
epd1,EPD,empired ltd
epe1,BND,bandanna energy limited
epe1,EPE,enterprise energy limited
epe1,EPE,enterprise energy nl
eph1,EPH,e.phone limited
eph1,ETT,electronic transaction technology limited
eph1,ETT,ett limited
epi1,EPI,equity & property investment corporation limi
epr1,EPR,essential petroleum resources limited
eps2,EPS,epsilon energy limited
ept1,CUV,clinuvel pharmaceuticals limited
ept1,EPT,epitan limited
eqi1,EQI,equigold nl
eqk1,EQK,equitilink limited
eqm1,EQG,equatorial gold n.l.
eqm1,EQM,equatorial mining limited
eqm1,EQM,equatorial mining nl
eqr1,EQN,equinox minerals limited
eqr1,EQR,equinox resources limited
eqr1,EQR,equinox resources nl
eqt1,EQT,equity trustees executors & agency company li
eqt1,EQT,equity trustees limited
era1,ERA,energy resources of australia limited
erg1,ERG,e.r.g. australia limited
erg1,ERG,erg limited
erh1,ERH,eromanga hydrocarbons nl
erl1,ERL,empire resources limited
erm1,ERM,emmerson resources limited
ero1,ERO,eromanga uranium limited
ers1,ERS,environmental recovery services limited
esa1,DSW,deepsky webmarket limited
esa1,ESA,enterprise solutions asia pacific limited
esa1,MRY,monteray group limited
esc1,ESC,eastcourt limited
ese1,ESE,esmeralda exploration limited
ese1,EUG,eurogold limited
esg1,ESG,eastern star gas limited
esh1,ESH,e-shares corporation limited
esh1,GBA,grandbridge limited
esi1,CBG,campbell group limited
esi1,ESI,environmental clean technologies limited
esi1,ESI,environmental solutions international limited
esl1,ESL,earth sanctuaries limited
ess1,ESS,essa australia limited
est1,EST,estar online trading limited
est1,IFC,ifc capital limited
est1,IFC,infracorp limited
esv1,ESV,eserv limited
esv1,ESV,eservglobal limited
esw1,ESW,emerson stewart group limited
esx1,ASZ,asg group limited
esx1,ESX,esec limited
ete1,ETE,entek energy ltd
etg1,ETG,enterprise gold mines n.l.
etg1,ETG,enterprise gold mines n.l. (receiver & manage
etk1,CZP,computercorp limited
etk1,ETK,etick limited
etw1,ETW,etw corporation limited
etw1,ETW,evans & tate limited
evf1,EVF,evergreen forests limited
evm1,EVM,enviromission limited
ewl1,CXE,celtex limited
ewl1,EWL,entertainment world limited
ewl1,TWA,two australia limited
ewn1,EWN,erawan company limited
exc1,EXC,excalibur limited
exc2,EXC,excalibur limited
exe1,EXE,exoma energy limited
exi1,EXI,exicom limited
exl1,EXL,excel coal limited
exo1,ACU,acuvax limited
exo1,ACU,australian cancer technology limited
exo1,ACU,avantogen limited
exo1,EXO,exodus minerals limited
exo1,MMM,minerals mining & metallurgy limited
exr1,EXR,exhibit resources holdings limited
exr2,EXR,elixir petroleum limited
exs1,EXS,exco resources limited
exs1,EXS,exco resources nl
eye1,EYE,eagle eye metals limited
eyt1,EYT,eureka yachts limited
eze1,EZE,ezenet limited
ezi2,EZI,ezyimage limited
ezi2,MWR,mgm wireless limited
ezy1,CEH,china education limited
ezy1,EZY,easycall group
ezy1,EZY,easycall international limited
ezy1,MXT,matrix telecommunications group
ezy1,MXT,matrix telecommunications limited
faf1,FAF,five arrows australia fund limited (the)
fai1,FAI,fai insurances limited
fan1,FAN,fantastic furniture holdings limited
fan1,FAN,fantastic holdings limited
far1,FAR,first australian resources limited
far1,FAR,first australian resources nl
fas1,FAS,fairstar resources limited
fat1,FAT,fat prophets australia fund limited
fbg1,FBG,foster's brewing group limited
fbg1,FGL,foster's group limited
fbi1,FBI,forbio inc
fbo1,FBO,forbio limited
fbu1,FBU,fletcher building limited
fcl1,FCL,futuris corporation limited
fco1,FCO,farsands corporation limited
fco1,FCO,farsands solutions limited
fcr1,FCR,finance credit corporation limited
fdl2,FDL,flinders diamonds limited
fdl2,FMS,flinders mines limited
fdr1,FDR,federation group limited
fdr1,FDR,federation resources nl
fdw1,FDW,fidler & webb limited
fdy1,FDY,findlay securities limited
fea1,FEA,forest enterprises australia limited
fec1,FEC,fleet capital limited
fec1,SNO,snowball group limited
ffi1,FFI,ffi holdings limited
ffl1,FFL,freedom furniture limited
ffl1,FFL,freedom group limited
fge1,FGE,forge group limited
fgi1,FGI,flat glass industries limited
fgr1,AIM,aim resources limited
fgr1,BTR,blackthorn resources limited
fgr1,FGR,fraser range granite nl
fgr1,FGR,fraser range holdings limited
fgr1,MRG,maritana gold n.l.
fhf1,FHF,fh faulding & company limited
fhl1,FBS,forbes securities limited
fhl1,FHL,formida holdings limited
fhl1,MXL,mosaix technologies limited
fht1,FHT,fortland hotel property trust
fht1,LLA,living and leisure australia group
fht1,MPY,mfs hotel property trust
fht1,MPY,mfs living and leisure group
fif1,FIF,franked income fund (the)
fig1,FIG,finders gold nl
fig1,ORP,oropa limited
fim1,FIM,fimiston mining limited
fim1,FIM,fimiston mining nl
fim1,FIM,fimiston resources & technology limited
fim1,VSG,visiomed group limited
fim1,XEL,xcell diagnostics limited
fis2,FIS,fission energy limited
fit2,FIT,flinders industrial property trust
fkh1,FKH,franklin house limited
fkp1,FKP,fkp limited
fkp1,FKP,fkp property group
fkp1,FKP,forrester kurts properties limited
fkp1,FRP,forrester parker group limited
flc1,FFS,fletcher challenge forests limited
flc1,FLC,fletcher challenge limited
flc1,TNN,tenon limited
fle1,CAX,caxton holdings limited
fle1,FLE,freight links express holdings (australia) li
fle1,RIU,resource information unit limited
flh1,FLH,fulham holdings limited
flk1,FLK,folkestone limited
fll1,FLL,fai life limited
flo1,FLO,flowcom limited
flo1,RMA,reeltime media limited
flr2,FLR,frankland river olive company limited
fls1,FLS,fluorotechnics limited
flt1,FLT,flight centre limited
fmh1,FMH,finemore holdings limited
fml1,FML,fm australia limited
fml1,HYT,hoyts media limited
fnc1,FNC,formulab neuronetics corporation limited
fnc1,FNC,foundation healthcare limited
fnc1,GNT,giltnet limited
fnd1,FND,finders resources limited
fnr1,FNR,fairfax & roberts limited
foa1,FOA,foodland associated limited
foh1,FOH,forestry management holdings limited
foi1,FOI,forsayth n.l.
fol1,FOL,futureone limited
for1,COD,construction and development limited
for1,FOR,forestech limited
fox1,FOX,foxwell limited
fpa1,FPA,fisher & paykel appliances holdings limited
fpf1,EPF,esplanade property fund
fpf1,FPF,flexi property fund
fpg1,FPG,forest place group limited
fph1,FPH,fisher & paykel healthcare corporation limite
fps1,FPS,fiducian portfolio services limited
fpt1,FPT,first international property trust
frd1,APM,australian institute of property management l
frd1,EKL,equitilink elink limited
frd1,FRD,first resources development fund limited
frd1,VES,vesture limited
fre1,FRE,foremost holdings limited
fre2,FRE,freshtel holdings limited
frg1,FRG,forrestania gold nl
frh1,FRH,forte holdings limited
fri1,FRI,finbar group limited
fri1,FRI,finbar international limited
frl1,FRL,financial resources limited
frl1,QSS,questus limited
frm1,FRM,farm pride foods limited
fro1,FRO,frontier petroleum nl
fro1,RMG,rmg limited
frr1,FRR,frigrite limited
frt1,FRT,farnell & thomas limited
fru1,FRU,frucor beverages group limited
frv1,FRV,fall river resources ltd
fsl1,FSL,fast scout limited
fsl1,SRK,strike resources limited
fsr1,ADR,admiralty resources nl
fsr1,ADY,admiralty resources nl.
fsr1,CNW,cornwall resource corporation nl
fsr1,EIR,equity 1 resources nl
fsr1,FSR,five star resources nl
fsr1,TBT,thunderbolt resources nl
fst1,FPB,first provincial building society limited
fst1,FST,first australian building society limited
fst1,IWM,ipswich and west moreton building society lim
fte1,FTE,foundation technology limited
ftm1,FTM,first toronto mining corporation
ftr1,ANA,australasian capital limited
ftr1,FTR,ftr holdings limited
ftr1,WCG,webcentral group limited
ftu1,FTU,fortuna nl
ftu1,VNT,vivanet limited
ftu1,VNT,vivanet nl
ftw1,FTW,fitwear limited
fun1,FUN,funtastic limited
fwd1,FWD,fleetwood corporation limited
fwf1,FOF,first opportunity fund limited
fwf1,FWF,first wine fund limited
fwl1,FWL,ferrowest limited
fxf1,CFG,challenger financial services group
fxf1,CGF,challenger financial services group limited
fxf1,CPH,cph investment corp
fxf1,FXF,fxf trust
fxi1,FXI,fox invest limited
fxj1,FXJ,fairfax (john) holdings limited
fxj1,FXJ,fairfax media limited
fxl1,FXL,flexigroup limited
fxr1,FXR,fox resources limited
fzc1,FZC,fernz corporation limited
fzc1,NUF,nufarm limited
fzn1,FZN,fone zone group limited
fzn1,VTG,vita group limited
gaa1,APH,ascent pharmahealth ltd
gaa1,GAA,genepharm australasia limited
gal1,GAL,gearhart australia limited
gan1,CFX,cfs retail property trust
gan1,GAN,cfs gandel retail trust
gan1,GAN,gandel retail trust
gap1,GAP,gale pacific limited
gas1,GAS,gasnet australia group
gas1,GAS,gasnet australia trust
gau1,GAU,great australian resources limited
gaw1,AUR,australon limited
gaw1,GAW,gawler gold & mineral exploration limited
gaw1,GAW,gawler gold & mineral exploration nl
gaw1,INT,intermoco limited
gbe1,GBE,globe metals & mining limited
gbe1,GBE,globe uranium limited
gbg1,GBG,gindalbie gold nl
gbg1,GBG,gindalbie metals ltd
gbi1,GBI,gbi holdings limited
gbi2,GBI,genera biosystems limited
gbl1,GBL,genesis biomedical limited
gbm1,GBM,greater bendigo gold mines limited
gbr1,GBR,g retail limited
gbr1,GBR,gowings retail limited
gbr1,RSL,resource star limited
gbr1,RSL,retail star limited
gbt2,GBT,gbst holdings limited
gbx1,GBX,gb energy limited
gbz1,GBZ,gbm resources limited
gca2,GCA,gec asian value fund
gcc1,AEL,antaeus energy limited
gcc1,GCC,greenfields coal company limited
gcc1,GCC,greenfields energy corporation limited
gcc1,SHI,shared investments limited
gcc1,SII,strategic industry investments limited
gcd1,GCD,goldco developments limited
gce1,GCE,gec eurogrowth fund
gch2,GCH,gec australian healthcare fund
gci1,GCI,gibson chemical industries limited
gcm1,GCM,great central mines limited
gcm1,GCM,great central mines nl
gcm1,NYY,newmont yandal operations limited
gcm1,NYY,normandy yandal operations limited
gcn1,GCN,goconnect limited
gco1,GCO,greenchip opportunities limited
gcp1,GCP,gem commercial property trust
gcr1,GCR,golden cross resources ltd
gcr1,GCR,golden cross resources nl
gcs1,GCS,global construction services limited
gcx2,GCX,golden china resources corporation
gda1,GDA,gondwana resources limited
gda1,GDA,gondwana resources n.l.
gda1,GDA,gondwana resources nl
gdc1,GDC,greenchip development capital limited
gdc1,POH,phosphagenics limited
gdc1,VIT,vital capital limited
gdh1,ATT,amnet limited
gdh1,GDH,grimwood davies holdings limited.
gdh1,HLI,hailian international limited
gdh1,HLI,hli limited
gdl1,GDL,guangdong building industries limited
gdl1,GDL,guangdong corporation limited
gdm1,GDM,goldstream mining nl
gdm1,IXR,imx resources limited
gdm1,IXR,imx resources nl
gdn1,GDN,golden state resources limited
gdn1,GDN,golden state resources nl
gdp1,GDP,gradipore limited
gdp1,LFE,life therapeutics limited
gdr1,GDR,goldstar resources nl
gdy1,GDY,geodynamics limited
gec1,ELX,ellex medical lasers limited
gec1,GEC,gemstone corporation of australia limited
ged1,GED,golden deeps limited.
ged1,GED,golden deeps n.l.
ged1,GED,golden deeps nl
ged1,GND,golden deeps limited
gee1,EAI,eurofund asian investments limited
gee1,GEE,ges international limited
gee1,LIL,logiciel international limited
geg1,GEG,greenchip emerging growth limited
geh1,GEH,gestetner holdings plc
gel1,AIN,accel industrial & mineral processes limited
gel1,AIN,accel industrial and mineral processes limite
gel1,GEL,geo2 limited
gel1,RHT,resonance health limited
gem1,GEM,great eastern mines limited
gen2,GEN,genesis research and development corporation
gep1,COJ,commstrat limited
gep1,GEP,general publishers limited
gep1,NHD,900 degrees limited
ger2,GER,greenearth energy limited
get1,GET,gem property trust
get1,GET,gem retail property trust
gfa1,GFA,grow force australia limited
gfa1,RHL,ruralco holdings limited
gfd1,GFD,green's foods limited
gfe1,GFE,global iron limited
gff1,GFF,goodman fielder limited.
gfl1,GFL,global masters fund limited
gfm1,GFM,great fingall mining company n.l.
ggg1,GGG,gold company limited (the)
ggg1,GGG,greenland minerals and energy limited
ggh1,GGH,global gold holdings limited
ggm1,GGM,gasgoyne gold mines nl
ggn1,GGN,gallery gold limited
ggn1,GGN,gallery gold nl
ggn1,GRS,gallery resources nl
ggn1,NAR,new australian resources n.l.
ggr1,GGR,general gold resources limited
ggr1,GGR,general gold resources nl
ggr1,KIK,kairiki energy limited
ggr1,YGL,yilgarn gold limited
ggs1,APX,apollo group limited
ggs1,GBP,global petroleum limited
ggs1,GGS,ghana gold mines limited
ggu1,GGU,gec global fund
ggx1,GGX,gas2grid limited
ggy1,GGY,glengarry resources limited
ggy1,GGY,glengarry resources nl
ghg1,GHG,grand hotel group
ghi1,GHI,gainsborough hardware industries limited
ghl1,DVT,davnet limited
ghl1,DVT,dvt holdings limited
ghl1,GHL,golden hills mining nl
ghl1,UXC,uxc limited
ghm1,AXH,adex holdings limited
ghm1,GHM,golden heritage limited
ghm1,GHM,golden heritage mining limited
ghm1,GHM,golden heritage mining nl
ghm1,INI,intercoal limited
ghm1,INI,internickel limited
ghp1,GHP,goodman hardie industrial property trust
ghp1,MGI,macquarie goodman industrial trust
ghr1,GHR,geographe resources limited
ghr1,GHR,geographe resources ltd.
ghr1,NMX,newmex exploration limited
ghr1,REM,reliance mining limited
